bill_id,state,year,cluster_id,confidence,keywords,mga_topic
1798391,MD,2024,11,0.9574,"inmate, correctional, services, department, law",inmate
1832844,MD,2024,10,0.931,"health, care, medical, health care, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1797822,MD,2024,42,0.9601,"department, license, oyster, person, natural",department
1835682,MD,2024,19,0.9574,"fund, program, education, year, county","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1848648,MD,2024,4,0.9597,"county, hunting, deer, person, sunday",animals; guns; trapping
1842245,MD,2024,25,0.9365,"electronic, person, law, information, public",electronic
1836807,MD,2024,33,0.9499,"vehicle, motor, tax, registration, motor vehicle",voting; applicants and applications; certifications; licenses; motor vehicle registration; permits
1812288,MD,2024,21,0.9672,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1798057,MD,2024,21,0.9566,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1798407,MD,2024,33,0.9643,"vehicle, motor, tax, registration, motor vehicle",voting; applicants and applications; certifications; licenses; motor vehicle registration; permits
1840501,MD,2024,30,0.9489,"food, program, department, health, school","clams; crabs; dietitians and nutritionists; food insecurity; meat, poultry, and seafood; milk products; oysters; restaurants; vending machines; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health"
1817823,MD,2024,15,0.976,"firearm, person, handgun, law, secretary",firearm
1826387,MD,2024,4,0.9455,"county, hunting, deer, person, sunday",animals; guns; trapping
1829072,MD,2024,13,0.9642,"person, law, criminal, court, sexual",person
